ts_iso,deviceId,userId,score,level,route,ts
2024-12-19T19:20:00Z,xp-edge-01,admin,0.720,alto,Pausa guiada (respiracao 60s),1734636000
2025-10-19T12:32:25Z,xp-edge-01,admin,0.720,alto,Pausa guiada (respiracao 60s),1760877145
2024-12-19T19:20:00Z,xp-edge-01,admin,0.720,alto,Pausa guiada (respiracao 60s),1734636000
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:42Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891982
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:43Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891983
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
2025-10-19T16:39:44Z,xp-edge-01,admin,0.000,leve,Pausa guiada (respiração 60s),1760891984
